knjiga,zanr 
1027,literature
1028,fantasy
1028,fiction
1028,magicalrealism
1028,romance
1028,witches
1029,classics
1029,fiction
1029,gothic
1029,horror
1029,mystery
1030,epicfantasy
1030,erotica
1030,fantasy
1030,fiction
1030,romance
1031,animals
1031,childrens
1031,christian
1031,christianfiction
1031,classics
1031,fantasy
1031,fiction
1031,fiction
1031,picturebooks
1031,thriller
1033,classics
1033,fiction
1033,greece
1033,novels
1033,philosophy
1034,comedy
1034,fantasy
1034,fiction
1034,humor
1034,sciencefiction
1035,christian
1035,classics
1035,fantasy
1035,fiction
1035,mythology
1036,biography
1036,comics
1036,graphicnovels
1036,memoir
1036,nonfiction
1037,fae
1037,fantasy
1037,paranormal
1037,romance
1037,urbanfantasy
1038,epicfantasy
1038,fantasy
1038,fiction
1038,highfantasy
1038,magic
1039,classics
1039,fantasy
1039,fiction
1039,horror
1039,shortstories
1040,childrens
1040,classics
1040,fantasy
1040,fiction
1040,germanliterature
1041,fiction
1041,historicalfiction
1041,novels
1041,philosophy
1041,romance
1042,australia
1042,classics
1042,fiction
1042,historicalfiction
1042,romance
1043,audiobook
1043,bookclub
1043,fiction
1043,historicalfiction
1043,mystery
1044,canada
1044,fiction
1044,historical
1044,historicalfiction
1044,literaryfiction
1045,fantasy
1045,mythology
1045,paranormal
1045,romance
1045,youngadult
1046,fantasy
1046,fiction
1046,paranormal
1046,romance
1046,youngadult
1047,contemporary
1047,fiction
1047,literaryfiction
1047,literature
1047,novels
1048,bookclub
1048,britishliterature
1048,fiction
1048,historical
1048,historicalfiction
1049,adult
1049,contemporary
1049,contemporaryromance
1049,newadult
1049,romance
1050,american
1050,classics
1050,fiction
1050,literature
1050,novels
1051,fiction
1051,germany
1051,historicalfiction
1051,holocaust
1051,worldwarii
1052,contemporary
1052,drama
1052,fiction
1052,novels
1053,fantasy
1053,paranormal
1053,romance
1053,werewolves
1053,youngadult
1054,classics
1054,fiction
1054,france
1054,frenchliterature
1054,literature
1055,childrens
1055,fantasy
1055,fiction
1055,middlegrade
1055,youngadult
1056,classics
1056,fiction
1056,literature
1056,magicalrealism
1056,school
1057,classics
1057,fiction
1057,horror
1057,suspense
1057,thriller
1058,classics
1058,fiction
1058,mystery
1058,novels
1058,sciencefiction
1059,comedy
1059,fantasy
1059,fiction
1059,humor
1059,paranormal
1060,classics
1060,fiction
1060,historicalfiction
1060,literature
1060,war
1061,childrens
1061,fantasy
1061,fiction
1061,middlegrade
1061,youngadult
1062,classics
1062,dystopia
1062,fantasy
1062,fiction
1062,fiction
1062,literature
1062,romance
1062,sciencefiction
1062,vampires
1062,youngadult
1064,aliens
1064,fantasy
1064,paranormal
1064,romance
1064,youngadult
1065,audiobook
1065,bookclub
1065,contemporary
1065,fiction
1065,humor
1066,classics
1066,essays
1066,feminism
1066,nonfiction
1066,philosophy
1067,fantasy
1067,fiction
1067,middlegrade
1067,mythology
1067,youngadult
1068,britishliterature
1068,classics
1068,fiction
1068,literature
1068,novels
1069,adultfiction
1069,contemporary
1069,fiction
1069,historicalfiction
1069,novels
1070,business
1070,classics
1070,fiction
1070,italianliterature
1070,literature
1070,nonfiction
1070,psychology
1070,selfhelp
1070,shortstories
1070,sociology
1072,africanamerican
1072,biography
1072,memoir
1072,nonfiction
1072,race
1073,childrens
1073,fantasy
1073,fiction
1073,sciencefiction
1073,youngadult
1074,fantasy
1074,mythology
1074,paranormal
1074,romance
1074,youngadult
1075,civilwar
1075,classics
1075,fiction
1075,historicalfiction
1075,war
1076,bookclub
1076,contemporary
1076,drama
1076,epic
1076,fiction
1077,adventure
1077,epicfantasy
1077,fantasy
1077,fiction
1077,highfantasy
1078,adult
1078,chicklit
1078,contemporary
1078,fiction
1078,romance
1079,fantasy
1079,fiction
1079,romance
1079,vampires
1079,youngadult
1080,adult
1080,chicklit
1080,contemporary
1080,fiction
1080,romance
1081,paranormal
1081,paranormalromance
1081,romance
1081,urbanfantasy
1081,vampires
1082,contemporary
1082,fiction
1082,poetry
1083,classics
1083,fiction
1083,historicalfiction
1083,japan
1083,japaneseliterature
1084,fiction
1084,historical
1084,historicalfiction
1084,mystery
1084,mysterythriller
1085,crime
1085,fiction
1085,horror
1085,mystery
1085,thriller
1086,epicfantasy
1086,fantasy
1086,fiction
1086,highfantasy
1086,sciencefictionfantasy
1087,fantasy
1087,fiction
1087,horror
1087,shortstories
1087,thriller
1088,canada
1088,fiction
1088,historical
1088,historicalfiction
1088,mystery
1089,childrens
1089,classics
1089,fiction
1089,historicalfiction
1089,youngadult
1090,batman
1090,comics
1090,fiction
1090,graphicnovels
1090,graphicnovelscomics
1091,contemporary
1091,fiction
1091,literaryfiction
1091,novels
1091,romance
1092,chicklit
1092,fantasy
1092,fiction
1092,magicalrealism
1092,romance
1093,childrens
1093,classics
1093,fiction
1093,middlegrade
1093,youngadult
1094,classics
1094,fiction
1094,gothic
1094,horror
1094,poetry
1095,contemporary
1095,contemporaryromance
1095,newadult
1095,romance
1095,youngadult
1096,classics
1096,fiction
1096,historicalfiction
1096,literature
1096,war
1097,comedy
1097,fantasy
1097,fiction
1097,humor
1097,sciencefictionfantasy
1098,fantasy
1098,mystery
1098,paranormal
1098,romance
1098,youngadult
1099,bookclub
1099,contemporary
1099,drama
1099,fiction
1099,novels
1100,adult
1100,chicklit
1100,contemporary
1100,fiction
1100,romance
1101,fae
1101,fantasy
1101,romance
1101,youngadult
1101,youngadultfantasy
1102,contemporary
1102,fiction
1102,mystery
1102,romance
1102,youngadult
1103,fiction
1103,mystery
1103,mysterythriller
1103,suspense
1103,thriller
1104,fantasy
1104,fiction
1104,horror
1104,supernatural
1104,thriller
1105,contemporary
1105,fiction
1105,mystery
1105,romance
1105,youngadult
1106,classics
1106,fiction
1106,horror
1106,postapocalyptic
1106,sciencefiction
1107,childrens
1107,classics
1107,fiction
1107,historicalfiction
1107,youngadult
1108,adult
1108,chicklit
1108,contemporary
1108,fiction
1108,romance
1109,adventure
1109,fantasy
1109,fiction
1109,magic
1109,youngadult
1110,action
1110,cyberpunk
1110,dystopia
1110,fiction
1110,sciencefiction
1111,classics
1111,fiction
1111,france
1111,frenchliterature
1111,literature
1112,fantasy
1112,fiction
1112,historicalfiction
1112,mystery
1112,spain
1113,adult
1113,contemporary
1113,fiction
1113,mentalhealth
1113,romance
1114,classics
1114,fiction
1114,latinamerican
1114,literature
1114,spanishliterature
1115,crime
1115,fiction
1115,mystery
1115,suspense
1115,thriller
1116,classics
1116,fiction
1116,france
1116,historical
1116,historicalfiction
1117,classics
1117,fiction
1117,literature
1117,philosophy
1117,poetry
1118,britishliterature
1118,contemporary
1118,fiction
1118,literaryfiction
1118,novels
1119,classics
1119,comingofage
1119,fiction
1119,novels
1119,southern
1120,audiobook
1120,fiction
1120,historical
1120,historicalfiction
1120,war
1121,angels
1121,classics
1121,dystopia
1121,fantasy
1121,fantasy
1121,fiction
1121,germanliterature
1121,literature
1121,paranormal
1121,paranormal
1121,philosophy
1121,romance
1121,vampires
1121,youngadult
1121,youngadult
1124,fantasy
1124,paranormal
1124,romance
1124,vampires
1124,youngadult
1125,fantasy
1125,fiction
1125,horror
1125,mystery
1125,thriller
1126,classics
1126,fiction
1126,historical
1126,historicalfiction
1126,travel
1127,dystopia
1127,fantasy
1127,romance
1127,sciencefiction
1127,youngadult
1128,classics
1128,fantasy
1128,fiction
1128,gothic
1128,novels
1129,childrens
1129,fantasy
1129,fiction
1129,middlegrade
1129,youngadult
1130,fiction
1130,newage
1130,philosophy
1130,selfhelp
1130,spirituality
1131,angels
1131,fantasy
1131,paranormal
1131,romance
1131,youngadult
1132,classics
1132,espionage
1132,fiction
1132,mystery
1132,thriller
1133,adult
1133,bdsm
1133,erotica
1133,fiction
1133,romance
1134,adventure
1134,china
1134,fiction
1134,historical
1134,historicalfiction
1135,classics
1135,fiction
1135,france
1135,frenchliterature
1135,poetry
1136,classics
1136,egypt
1136,fiction
1136,literature
1136,novels
1137,contemporary
1137,contemporaryromance
1137,newadult
1137,romance
1137,youngadult
1138,chicklit
1138,contemporary
1138,fiction
1138,romance
1138,youngadult
1139,college
1139,contemporary
1139,contemporaryromance
1139,newadult
1139,romance
1140,animals
1140,fiction
1140,horror
1140,suspense
1140,thriller
1141,contemporary
1141,fiction
1141,horror
1141,novels
1141,sciencefiction
1142,fiction
1142,historical
1142,historicalfiction
1142,russia
1142,war
1143,contemporary
1143,contemporaryromance
1143,music
1143,newadult
1143,romance
1144,contemporary
1144,fiction
1144,historical
1144,historicalfiction
1144,youngadult
1145,contemporary
1145,fiction
1145,newadult
1145,novels
1145,youngadult
1146,classics
1146,fiction
1146,historical
1146,historicalfiction
1146,romance
1147,19thcentury
1147,classics
1147,fiction
1147,romance
1147,victorian
1148,biology
1148,contemporary
1148,contemporaryromance
1148,dark
1148,erotica
1148,evolution
1148,nonfiction
1148,philosophy
1148,romance
1148,science
1150,fantasy
1150,magic
1150,paranormal
1150,urbanfantasy
1150,vampires
1151,fantasy
1151,magic
1151,paranormal
1151,romance
1151,youngadult
1152,contemporary
1152,epic
1152,fiction
1153,bookclub
1153,contemporary
1153,drama
1153,fiction
